name,joindate,current_ts,statement_ts
dc1e8ca4ca,2018-10-05T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
8864cf86d4,2019-05-16T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
5638fdfd13,2018-05-03T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
f6bf032a92,2018-11-18T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
679908870e,2019-05-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
2b39ad90cf,2018-09-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
5f1737eb8a,2019-02-28T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
927ac12679,2018-09-27T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
947396dba3,2018-02-26T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
f721a08b87,2018-12-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
fa4a2c0596,2019-03-14T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
c96d9b02ec,2018-08-06T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
90f784924c,2019-07-16T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
dd71acf305,2019-07-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
52def79909,2019-08-04T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
ec53ed75ff,2019-01-04T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
f0d2c5e8d6,2018-05-31T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
2b7fff363e,2018-01-25T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
92500d4612,2018-10-20T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
f4cad91ee7,2018-01-24T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
0fd780cdcc,2018-03-09T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
622d59e2df,2019-06-11T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
67c93720af,2019-05-30T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
7231352124,2018-05-12T18:30:00.000Z,2022-11-30T07:16:28.302Z,2022-11-30T07:16:28.316Z
